"","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun","richness","shannon","simp.even"
"875","2","LM-17-329","early",2017,10,3,"M","A",499.98,164.5,85,34,6.8,20.67,17.00068003,6,219,3.39274184388545,0.0642252132337619
"876","1","LM-17-324","early",2017,10,3,"M","A",519.75,167,83.5,36,6.93,21.56,16.06541607,6,148,2.42177478666976,0.0359280152586925
"877","1","LM-17-241","early",2017,10,2,"F","J",496.85,181.5,87,41.5,8.35,22.87,17.51031498,6,244,3.95047933512177,0.12406561284501
"878","1","LM-17-342","early",2017,10,3,"F","J",494.86,186.5,90,42.5,8.59,22.79,18.18696197,6,235,3.34555426174267,0.0561250804181913
"879","2","LM-17-227","early",2017,10,2,"M","A",525.48,183,94,38.5,7.33,21.04,17.88840679,6,216,3.20166377332659,0.051557682732353
"880","2","LM-17-228","early",2017,10,3,"F","J",509.78,181.5,89.5,40,7.85,22.04,17.55659304,6,237,3.53369342701351,0.072882360318514
"881","2","LM-17-230","early",2017,10,3,"M","A",504.8,163,84,34,6.74,20.86,16.64025357,6,250,3.45431318654653,0.0516470870726809
"882","1","LM-17-173","early",2017,9,30,"M","J",523.23,194,91,45.5,8.7,23.45,17.39196911,6,169,2.11702466053679,0.0186894953957327
"883","1","LM-17-202","early",2017,10,1,"F","J",457.05,178,90.5,38,8.31,21.35,19.80089706,6,223,2.80577145960477,0.0350817948822859
"884","1","LM-17-348","early",2017,10,3,"F","A",503,177,88,39,7.75,22.03,17.49502982,6,189,2.60451005283541,0.0245273479595245
"885","1","LM-17-225","early",2017,10,2,"F","J",448.5,178,89,39,8.7,21.91,19.84392419,6,257,3.75011608412745,0.0824724013408508
"886","1","LM-17-226","early",2017,10,2,"M","A",518.19,163,81,36,6.95,22.09,15.63133214,6,242,3.82185921800824,0.0935754083711063
"887","1","LM-17-218","early",2017,10,2,"M","A",496.92,169,86,36,7.24,21.3,17.30660871,6,178,2.44147898423042,0.0292042286048295
"888","1","LM-17-215","early",2017,10,2,"M","A",496,160,82,33.5,6.75,20.94,16.53225806,6,255,3.87712811791173,0.100040662024376
"889","1","LM-17-169","early",2017,9,30,"F","J",518.24,187.5,94,41,7.91,21.87,18.13831429,6,241,3.78469540561607,0.105255465556838
"890","1","LM-17-224","early",2017,10,2,"F","J",483.65,174.5,83,40,8.27,22.92,17.16117027,6,232,3.84317111150392,0.107526633601924
"891","1","LM-17-195","early",2017,10,1,"M","A",545.02,171,84,38,6.97,22.22,15.41227845,6,252,3.87531871684867,0.109038113056753
"892","1","LM-17-201","early",2017,10,1,"F","J",474.2,184,91,41,8.65,22.28,19.1902151,6,244,3.05972382505273,0.0362108468806407
"893","1","LM-17-083","early",2017,10,3,"M","J",527.09,177.5,88.5,39,7.4,21.97,16.79030147,6,260,3.83237814075957,0.080916613076656
"894","1","LM-17-077","early",2017,10,2,"F","J",486.26,184.5,88,42.5,8.74,23.04,18.09731419,6,228,3.7468072804073,0.10178047777861
"895","2","LM-17-204","early",2017,10,1,"M","J",527.06,185.5,89,42.5,8.06,22.91,16.88612302,6,217,2.95921383081203,0.0461631921724405
"896","1","LM-17-175","early",2017,9,30,"M","A",556.88,178.5,92,37.5,6.73,21.01,16.52061485,6,238,3.6649816388857,0.0857002731257354
"897","1","LM-17-183","early",2017,9,30,"M","A",493.04,153.5,79.5,31.5,6.39,20.52,16.12445238,6,222,3.5709454804138,0.0673456342513612
"898","1","LM-17-071","early",2017,10,2,"M","A",521.47,167.5,87,34.5,6.62,20.6,16.68360596,6,249,3.90487145985571,0.109987718120589
"899","2","LM-17-073","early",2017,10,2,"M","J",500.87,184.5,87,43,8.59,23.31,17.36977659,6,222,3.90950284917411,0.124587067209734
"900","1","LM-17-187","early",2017,9,30,"M","A",513.49,173.5,91,35.5,6.91,20.46,17.72186411,6,198,3.45832587081744,0.0878987835040924
"901","2","LM-17-301","early",2017,10,3,"M","J",485.07,170.5,82,38,7.83,22.29,16.90477663,6,211,3.48080034778484,0.0676262161163941
"902","1","LM-17-325","early",2017,10,2,"M","A",516.47,162,82.5,35,6.78,21.6,15.97382229,6,123,1.87851802847297,0.0320792301180854
"903","1","LM-17-323","early",2017,10,3,"F","J",482,182.5,88,41.5,8.61,22.74,18.25726141,6,186,3.30846076242193,0.0642556337286166
"904","1","LM-17-302","early",2017,10,3,"M","A",456.58,152,82,30,6.57,19.74,17.95961277,6,219,3.71044139502415,0.115392504561565
"905","1","LM-17-242","early",2017,10,3,"M","A",480,156,78.5,33.5,6.98,21.47,16.35416667,6,204,3.67545583100734,0.0995127557481719
"906","1","LM-17-191","early",2017,9,30,"M","A",500.18,168,89,34,6.8,20.24,17.79359431,6,205,3.17493290099916,0.0561612513487975
"907","1","LM-17-194","early",2017,10,1,"F","A",463.76,NA,NA,NA,NA,NA,NA,6,196,2.94879587361316,0.0387435896835524
"908","1","LM-17-074","early",2017,10,2,"F","J",465.29,181,92.5,39,8.38,21.55,19.88007479,6,210,3.13456361714896,0.0390181797743131
"909","1","LM-17-075","early",2017,10,2,"F","J",524.31,185.5,89.5,43,8.2,23.18,17.07005398,6,183,2.72184801196922,0.0416247165953459
"910","1","LM-17-181","early",2017,9,30,"M","A",476.33,165.5,85,34.5,7.24,20.85,17.84477148,6,202,3.6467429224279,0.0982004641520165
"911","1","LM-17-170","early",2017,9,30,"M","A",525.03,159,86,31,5.9,19.5,16.38001638,6,197,2.96415468367778,0.0407376744388371
"912","1","LM-17-223","early",2017,10,2,"F","J",483.73,185.5,94,40,8.27,21.56,19.43232795,6,189,2.73917555121068,0.0378444548231031
"913","1","LM-17-064","early",2017,10,2,"M","J",524.47,179,88,40,7.63,22.35,16.7788434,6,238,3.94037185992999,0.125062310277764
"914","1","LM-17-065","early",2017,10,2,"M","J",585.01,204,102,45,7.69,22.06,17.43559939,NA,225,3.8103563631423,0.114276433950234
"915","1","LM-17-205","early",2017,10,1,"M","J",512.32,182.5,91,40,7.81,21.92,17.76233604,6,229,3.56367910025716,0.0739711134797372
"916","1","LM-17-211","early",2017,10,1,"F","J",497,196,98.5,43,8.65,21.94,19.81891348,6,203,3.85206655478234,0.142495967772246
"917","1","LM-17-209","early",2017,10,1,"M","J",523,182,88,41.5,7.93,22.8,16.82600382,6,251,3.94731958995875,0.123054628520885
"918","1","LM-17-212","early",2017,10,1,"F","A",501,161.5,84,33,6.59,20.43,16.76646707,6,205,3.34116005375824,0.0668805483679747
"920","1","LM-17-066","early",2017,10,2,"F","J",481.02,196.5,93.5,46,9.56,23.41,19.43786121,6,270,3.84360849678148,0.0946870493492611
"921","1","LM-17-067","early",2017,10,3,"M","J",496.07,188.5,95.5,40.5,8.16,21.49,19.25131534,6,236,3.28480513844097,0.0493380298212464
"922","1","LM-17-088","early",2017,10,3,"M","J",469,179.5,90,39.5,8.42,22.01,19.18976546,6,218,3.65622610012607,0.108063415778908
"923","1","LM-17-149","early",2017,9,30,"F","A",445.17,170.5,84,37.5,8.42,21.99,18.86919604,6,260,3.95553938509039,0.11696667871244
"924","1","LM-17-034","early",2017,9,30,"F","A",491.24,172,85,37.5,7.63,21.8,17.30315121,6,242,3.87346190081847,0.115303776087079
"925","1","LM-18-001","early",2018,10,3,"M","A",519.65,202,97,47,9.04,23.27,18.66641008,6,192,3.11702567524541,0.0394755508386258
"926","1","LM-18-086","early",2018,10,10,"F","J",490.35,190.5,92.5,43,8.77,22.57,18.86407668,6,257,3.88249781224711,0.107179856903649
"927","1","LM-17-134","early",2017,9,30,"M","A",524,190,94,42,8.02,22.11,17.9389313,6,204,3.732368259447,0.133746471330586
"928","1","LM-17-104","early",2017,10,2,"F","A",438.83,163.5,81.5,36,8.2,22.02,18.57211221,6,231,3.67901507914311,0.077939619213254
"929","1","LM-17-103","early",2017,10,2,"M","J",501.07,181,88,41,8.18,22.65,17.56241643,6,247,4.05717674244492,0.15302053374551
"930","1","LM-17-098","early",2017,10,2,"M","J",505.72,181,89.5,40.5,8.01,22.38,17.69754014,6,189,3.87971298432244,0.160561306834311
"931","1","LM-17-097","early",2017,10,1,"F","J",489.48,180,91,38.5,7.87,21.39,18.59115796,6,266,4.04547796169509,0.135021632670842
"932","1","LM-17-053","early",2017,10,2,"M","J",557.54,182.5,92,40,7.17,21.92,16.50105822,6,229,3.99297555231349,0.14704706436529
"933","2","LM-17-063","early",2017,10,2,"M","A",524.02,174,89,37,7.06,21.26,16.98408458,6,224,3.71562434653617,0.0945709750332974
"934","1","LM-17-142","early",2017,9,30,"M","J",518.7,194,93,44.5,8.58,22.94,17.92943898,6,191,3.10011922202904,0.0567597010131782
"935",NA,"LM-17-141","early",2017,9,30,"M","A",523.15,169,81,38,7.26,22.49,15.48313103,6,195,2.57980297938925,0.0260394574713333
"936","1","LM-17-152","early",2017,9,30,"F","J",482.76,191.5,93,43.5,9.01,22.72,19.26423067,6,229,3.49080600555896,0.0699732474390634
"937","1","LM-17-113","early",2017,10,3,"M","J",476.22,191,92,43.5,9.13,22.77,19.31880223,6,215,3.43261060525659,0.0793653494126557
"938","1","LM-17-057","early",2017,10,2,"M","A",557.22,NA,NA,37,6.64,NA,NA,6,226,3.79824272904925,0.104291266573283
"939",NA,"LM-17-061","early",2017,10,2,"F","J",441.21,173,82,40.5,9.18,23.41,18.58525419,6,189,2.70924056045532,0.0353639109965945
"940","1","LM-17-050","early",2017,10,1,"F","J",473.93,182,96,38,8.02,20.88,20.25615597,6,257,3.81778706033077,0.102559527225071
"941","1","LM-17-058","early",2017,10,2,"M","J",515.75,178.5,91,38,7.37,21.29,17.64420746,6,201,3.02207718281531,0.0476539240191991
"942","1","LM-18-064","early",2018,10,10,"F","A",486,178.5,85,40.5,8.33,22.69,17.48971193,6,219,3.65855372084076,0.093713418456135
"943","2","LM-18-063","early",2018,10,10,"F","J",427.66,189.5,88,45,10.52,23.75,20.57709395,6,257,3.91440180824826,0.120313345702197
"945","1","LM-17-087","early",2017,10,3,"F","J",447.25,163.5,83,34.5,7.71,21.1,18.55785355,NA,242,3.31959023243571,0.0524161383179332
"946","1","LM-17-089","early",2017,10,3,"M","A",502.33,164,84,35,6.97,21.34,16.72207513,6,221,3.06050517657009,0.0379140629977334
"947","1","LM-17-090","early",2017,10,3,"M","A",486.32,161.5,85.5,32,6.58,19.81,17.58101661,6,187,2.4445395668053,0.0208554846833237
"948","1","LM-17-096","early",2017,10,1,"F","A",494,163.5,83,35,7.09,21.41,16.80161943,6,261,3.65766939941751,0.0626892600784742
"949","1","LM-18-052","early",2018,10,5,"F","J",466.6,193.5,87,47,10.07,24.29,18.64552079,6,213,3.8193269472389,0.12911908393928
"950","1","LM-18-050","early",2018,10,5,"M","J",492.27,183,85,43,8.74,23.5,17.266947,6,235,3.58780759385238,0.0712707536109498
"951",NA,"LM-18-091","early",2018,10,10,"M","A",510.03,177,84,41,8.04,23.16,16.46961943,6,245,3.63155485260173,0.0811756236807733
"952","1","LM-18-075","early",2018,10,10,"M","A",509.44,165,83,36,7.07,21.82,16.2923995,6,209,3.45388448375244,0.0715434425373589
"953","1","LM-18-046","early",2018,10,5,"F","J",505.81,187.5,94,41,8.11,21.87,18.5840533,6,131,2.83027025362458,0.0856578176827796
"954","1","LM-18-049","early",2018,10,5,"M","J",489.32,209.5,98,49,10.01,23.39,20.02779367,6,214,3.62721922772198,0.0784005280755615
"955",NA,"LM-17-111","early",2017,10,2,"M","J",510,185,88,42,8.24,22.7,17.25490196,6,251,4.0084652056917,0.131723372634913
"957","1","LM-17-158","early",2017,10,1,"M","J",509.34,193,87,46.5,9.13,24.09,17.08092826,6,226,3.06676267787059,0.0409725551064123
"958","1","LM-17-162","early",2017,9,30,"M","J",501.69,181.5,88.5,40.5,8.07,22.31,17.64037553,6,191,2.70535820523546,0.0399564712617434
"959","1","LM-18-095","early",2018,10,10,"M","A",546,169.5,84,37,6.78,21.83,15.38461538,6,228,3.66176741168249,0.0910406194861868
"960","2","LM-18-092","early",2018,10,10,"F","J",506.6,196,90.5,47,9.28,23.98,17.86419266,6,263,3.89634371557406,0.112219982815848
"961","1","LM-18-085","early",2018,10,10,"M","J",543,198.5,93.5,47,8.66,23.68,17.21915285,6,234,3.76801639478739,0.0902891881655427
"966",NA,"LM-18-088","early",2018,10,10,"M","A",503.98,173.5,86,38,7.54,21.9,17.06416921,NA,173,2.8226812528318,0.0329652092707285
"967","1","LM-18-087","early",2018,10,10,"M","J",545.29,196.5,91.5,46.5,8.53,23.66,16.78006199,6,221,3.15087652392591,0.044525679523483
"968","1","LM-18-090","early",2018,10,10,"M","J",524.45,192,89,45,8.58,23.44,16.97015921,6,250,4.03605669809685,0.135649670447099
"969","1","LM-18-072","early",2018,10,6,"M","J",522.77,192.5,91,45,8.61,23.38,17.4072728,6,236,3.85469122245972,0.115050289284999
"970","2","LM-18-074","early",2018,10,6,"M","J",517.04,192.5,93,43.5,8.41,22.6,17.98700294,6,253,4.00025331014434,0.122155283150545
"971","2","LM-18-083","early",2018,10,10,"M","A",542.74,172,83,38,7,22.09,15.2927737,6,271,3.84749243858116,0.0870258228501446
"972","1","LM-18-081","early",2018,10,10,"F","J",508.07,202.5,94,48,9.45,23.7,18.5013876,6,230,3.64203572466995,0.0869122278903276
"973","1","LM-18-037","early",2018,10,3,"M","J",544.29,191,89.5,44.5,8.18,23.3,16.44344008,6,173,2.94121099420874,0.0487475040515657
"974","2","LM-18-039","early",2018,10,3,"M","A",493.34,183.3,84.5,43.4,8.8,23.68,17.12814692,6,242,4.03033880029078,0.135608175282341
"975","1","LM-18-040","early",2018,10,3,"M","A",514.65,180,81.5,43,8.36,23.89,15.83600505,6,214,3.57587470071153,0.0893789575870907
"976","1","LM-18-094","early",2018,10,10,"M","A",523.24,183.5,90.5,40.5,7.74,22.07,17.29607828,6,256,3.84298327870368,0.102876618809902
"977","1","LM-18-044","early",2018,10,5,"M","J",446.82,194.5,86,48.5,10.85,24.94,19.24712412,6,214,3.06819798520077,0.04495609405941
"978","1","LM-18-002","early",2018,10,3,"F","J",517.6,197.5,88,48.5,9.37,24.56,17.0015456,6,200,3.40172419957898,0.0714924904537055
"979","1","LM-18-008","early",2018,10,3,"M","J",529.59,188.5,93.5,41.5,7.84,22.02,17.6551672,6,218,3.8433068981752,0.130532314072093
"980","1","LM-18-011","early",2018,10,3,"M","J",517.25,195,86.5,48,9.28,24.62,16.72305462,6,177,2.43370312521067,0.0282015978513953
"981","2","LM-18-070","early",2018,10,10,"M","J",539.05,187,87,44,8.16,23.53,16.13950468,6,221,3.88822568276233,0.143611820619937
"982","1","LM-18-010","early",2018,10,3,"M","A",528.19,173.5,87.5,37.5,7.1,21.61,16.56600844,6,205,3.79332865288571,0.125546556894137
"984","1","LM-18-100","early",2018,10,10,"F","J",436.31,205,97,48,11,23.41,22.23189934,6,229,3.83466561567564,0.113319223194736
"985","1","LM-18-097","early",2018,10,10,"F","J",515.04,176,86,39.5,7.67,22.44,16.69773221,6,227,3.95466221610851,0.149330893663537
"986","1","LM-18-096","early",2018,10,10,"F","J",437.34,183,81.5,45.5,10.4,24.86,18.63538666,6,241,4.00153512813815,0.140075539402068
"988","1","LM-18-055","early",2018,10,5,"F","A",402,172.5,86.5,37,9.2,21.45,21.51741294,6,247,3.8247790176523,0.113737076362806
"989","1","LM-18-056","early",2018,10,5,"M","A",536.7,172,86.5,36.5,6.8,21.22,16.11701137,6,202,3.78151401512084,0.132194570957795
"990","1","LM-18-057","early",2018,10,5,"M","A",566.17,183.5,90.5,40,7.07,21.8,15.98459827,6,233,3.87528678585842,0.128555272527664
"991","1","LM-18-059","early",2018,10,5,"M","A",498.8,181,85,42,8.42,23.2,17.04089816,6,207,3.55819819931003,0.0787049033704452
"992","1","LM-18-018","early",2018,10,5,"F","J",488.34,185.5,81.5,46,9.42,24.8,16.68919196,6,210,3.8875425347709,0.137504939833062
"993","1","LM-18-042","early",2018,10,5,"F","J",436.69,189,91,43.5,9.96,23.02,20.83858114,6,220,3.44385768909511,0.058644140180842
"994","1","LM-18-038","early",2018,10,3,"M","J",501.46,185.5,90,41.5,8.28,22.37,17.94759303,6,207,3.33296968131444,0.0541937818488311
"995","1","LM-18-003","early",2018,10,3,"M","J",556.95,205.2,92,50.1,9,24.42,16.51853847,6,226,3.29523842312517,0.0508228825269863
"996","1","LM-18-031","early",2018,10,3,"M","A",504.53,174.5,82.5,40,7.93,22.92,16.35185222,6,218,2.60092906100667,0.0259371748605986
"997","1","LM-18-022","early",2018,10,3,"F","J",483.55,181,88,40.5,8.38,22.38,18.1987385,6,242,3.54627893806688,0.0542759686243106
"998",NA,"LM-18-014","early",2018,10,3,"F","A",454,148,84.5,12,2.64,8.11,18.6123348,6,217,3.33714179362962,0.0596992212783508
"999","1","LM-18-024","early",2018,10,3,"M","J",549.6,196,88,47,8.55,23.98,16.01164483,6,226,2.59959507504344,0.0265189177917676
"1000","2","LM-18-019","early",2018,10,5,"M","A",556.16,195,93,44,7.91,22.56,16.72180667,6,272,3.78728809483881,0.0654478915474381
"1001","1","LM-18-062","early",2018,10,6,"M","J",500,197,91.5,47,9.4,23.86,18.3,6,205,3.81245451924213,0.132940163598173
"1002","1","LM-18-021","early",2018,10,3,"M","A",507.84,188,88,44,8.66,23.4,17.32829238,6,256,3.50345485301687,0.0622601221987746
"1003","1","LM-18-013","early",2018,10,3,"F","J",476.94,186,87.5,43.5,9.12,23.39,18.3461232,6,198,2.84860209265882,0.0403448058576377
"1010","1","LM-18-026","early",2018,10,3,"M","J",503.3,198.5,87.5,49.5,9.84,24.94,17.3852573,6,278,4.02098205691427,0.106453519115185
"1442","2","LM-18-025","early",2018,10,3,"M","A",504.14,176.5,80,42,8.33,23.8,15.86860793,6,272,3.83661759427704,0.0893234506996929
"1443","1","LM-18-023","early",2018,10,3,"M","J",520.55,206.5,96.5,48.5,9.32,23.49,18.53808472,6,198,2.99430764563124,0.0442713591236051
"1444","2","LM-18-032","early",2018,10,3,"M","J",504.47,182,91,39.5,7.83,21.7,18.03873372,7,267,3.42513657620942,0.0363515531343838
"1446","2","LM-18-036","early",2018,10,3,"M","J",569.75,182,88,41.5,7.28,22.8,15.44537078,6,235,3.80884009062838,0.096653433596205
"1447","1","LM-18-028","early",2018,10,3,"M","J",524,182.5,84,43,8.21,23.56,16.03053435,7,267,3.55150647112825,0.0519424393698573
"1448","1","LM-18-027","early",2018,10,3,"M","J",526.97,196.5,99.5,42.5,8.06,21.63,18.88153026,7,268,3.81684510227185,0.0806061489799718
"1449","1","LM-18-030","early",2018,10,3,"M","A",505.64,177,88,39,7.71,22.03,17.40368642,6,219,3.06183487900391,0.0351741240437217
"1490",NA,"LM-18-012","early",2018,10,3,"M","J",505.8,192,92,43.5,8.6,22.66,18.18900751,7,256,3.61300942278259,0.0674944608524227
"1491",NA,"LM-18-098","early",2018,10,10,"M","J",546.32,190.5,92,43.5,7.96,22.83,16.83994728,7,289,3.91909599286695,0.101232776205357
"1492",NA,"LM-18-041","early",2018,10,5,"M","J",489.48,182,86.5,42,8.58,23.08,17.67181499,7,236,3.55318533745832,0.0857895778058758
"1493",NA,"LM-18-007","early",2018,10,3,"M","J",494.59,183.5,87,42.5,8.59,23.16,17.59032734,7,243,3.59335556922822,0.0697615996030462
"1494",NA,"LM-18-005","early",2018,10,3,"M","J",525.65,195.5,92.5,45,8.56,23.02,17.59726053,7,209,2.22094273396232,0.0216090474365865
"1495",NA,"LM-18-099","early",2018,10,10,"M","J",555,212.5,105.5,48,8.65,22.59,19.00900901,7,210,2.97142079513499,0.0439821662723806
"1496",NA,"LM-18-067","early",2018,10,10,"M","J",482.33,185,90,42,8.71,22.7,18.65942405,7,263,3.6933663692603,0.0878542888046625
"1497",NA,"LM-18-066","early",2018,10,10,"M","J",471.96,164,79,37,7.84,22.56,16.73870667,7,245,3.73677189242631,0.107354009841724
"1498",NA,"LM-18-058","early",2018,10,5,"M","J",474.57,190.5,91,44,9.27,23.1,19.17525339,7,231,3.51631703877941,0.0788778460761013
"1499",NA,"LM-18-051","early",2018,10,5,"M","J",505.12,190,89.5,44,8.71,23.16,17.71856193,7,241,3.77369838952725,0.0985148083065389
"1500",NA,"LM-18-004","early",2018,10,3,"M","J",524.06,193.5,92,44,8.4,22.74,17.55524177,7,249,3.74237620067785,0.0992735316473276
"407","2","LM-11-038","early",2011,10,3,"M","J",438.92,187,96,40,9.11,21.39,21.87186731,7,215,2.72461075538606,0.0371804477308084
